Latitude,Longitude,name,distance,address,telephone,rating,open_true
43.654586,-79.435723,Mirch,514,"900 Dufferin St, Toronto ON M6H 4A9",(647) 748-0114,,True
43.663179,-79.42181,Banjara Indian Cuisine,912,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.7,True
43.663179,-79.42181,Madras Masala,911,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.655224,-79.416188,Samrat Indian Cuisine,220,"648 College St (Grace St), Toronto ON M6G 1B8",,,False
43.671871,-79.324283,Bombay Chowpatty,938,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,False
43.671785,-79.32469,Lahori Taste and Burger House,903,"1346 Gerrard St E, Toronto ON M4L 1Z2",(647) 352-1947,,False
43.6664,-79.316826,Butter Chicken Roti,924,"1610 Queen St E (Coxwel), Toronto ON M4L 1G2",(647) 349-7684,,True
43.648798,-79.397257,My Roti Place,987,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.650192,-79.388877,Little India Restaurant,535,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,333,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.67721,-79.353003,Sher-E-Punjab Restaurant,588,"351 Danforth Ave (at Jackman Ave), Toronto ON M4K 1N7",(416) 465-2125,7.1,False
43.678024,-79.349,Kachiguda Junction,371,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.677691,-79.350226,Ministry of Government Service,412,"25 Morton Shulman Ave Main, North York ON M3M 0B1",(647) 340-5469,,False
43.67721,-79.353003,Sher-E-Punjab Restaurant,760,"351 Danforth Ave (at Jackman Ave), Toronto ON M4K 1N7",(416) 465-2125,7.1,False
43.678024,-79.349,Kachiguda Junction,684,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.677691,-79.350226,Ministry of Government Service,679,"25 Morton Shulman Ave Main, North York ON M3M 0B1",(647) 340-5469,,False
43.639442,-79.421704,6Ixtriangles,240,"127 Jefferson Ave (King St W), Toronto ON M6K 3E4",(416) 539-0555,,True
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,622,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.641414,-79.433144,My Dosa Place/My Roti Place,820,"1376 Queen St E, Toronto ON M4L 1C9",(416) 538-7684,,True
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,229,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.641873,-79.411437,My Roti Place,390,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",(647) 295-9446,,True
43.639442,-79.421704,6Ixtriangles,470,"127 Jefferson Ave (King St W), Toronto ON M6K 3E4",(416) 539-0555,,True
43.648545,-79.372114,Bindia Indian Bistro,888,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.655637,-79.364872,Chachu's,103,"179 Parliament St (Queen), Toronto ON M5A 2Z4",,,False
43.655932,-79.36389,Adda Bistro Kitchen & Bar,169,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.666889,-79.369184,Butter Chicken Factory,741,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.667943,-79.385626,Kothur Indian Cuisine,836,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671159,-79.387729,Kathmandu Restaurant,931,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.666889,-79.369184,Butter Chicken Factory,300,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.663506,-79.372481,Cabbagetown South Indian Resturant,390,"178 Carlton St (Sherbourne street), Toronto ON M5A 2K6",(416) 944-2626,,False
43.664459,-79.380255,Indian Roti House,1008,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.666889,-79.369184,Butter Chicken Factory,553,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.663506,-79.372481,Cabbagetown South Indian Resturant,851,"178 Carlton St (Sherbourne street), Toronto ON M5A 2K6",(416) 944-2626,,False
43.668338,-79.369321,BBQ Chicken Factory,612,"292 Wellesley St E, Toronto ON M4X 1H1",(647) 352-7111,,True
43.650192,-79.388877,Little India Restaurant,745,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.648545,-79.372114,Bindia Indian Bistro,661,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,807,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.648798,-79.397257,My Roti Place,796,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,165,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,6.8,True
43.650192,-79.388877,Little India Restaurant,769,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.648798,-79.397257,My Roti Place,823,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.650192,-79.388877,Little India Restaurant,504,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,160,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.639268,-79.385502,Indian Roti House,488,"256 Queens Quay W (btwn Rees St & Lower Simcoe S), Toronto ON M5J 1B5",(416) 260-6666,6.9,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,470,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,6.8,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,647,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.666889,-79.369184,Butter Chicken Factory,790,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.661085,-79.38575,Colaba Junction,771,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.663506,-79.372481,Cabbagetown South Indian Resturant,326,"178 Carlton St (Sherbourne street), Toronto ON M5A 2K6",(416) 944-2626,,False
43.6664,-79.316826,Butter Chicken Roti,906,"1610 Queen St E (Coxwel), Toronto ON M4L 1G2",(647) 349-7684,,True
43.669776,-79.301879,Cinamon Indian Bistro,858,"1966A Queen St E (at Kenilworth Ave), Toronto ON M4L 1H8",(416) 519-4534,7.5,True
43.673611,-79.283635,Ali's Tandoori Curry House,797,"2459 1/2 Queen St E (Waterworks), Toronto ON M4E 1H7",(416) 694-3056,,True
43.672744,-79.287895,Outrigger Tap & Table,533,"2232 Queen St E, Toronto ON",(647) 748-2232,6.3,True
43.667943,-79.385626,Kothur Indian Cuisine,240,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,766,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.669386,-79.385856,Suski Biriyani House,419,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.667943,-79.385626,Kothur Indian Cuisine,263,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,366,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.669902,-79.39576,The Host Fine Indian Cuisine,562,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.661085,-79.38575,Colaba Junction,801,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.657256,-79.376052,Hurry Curry,110,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.656376,-79.378688,Roti's to Go,136,"66 Dundas St E (Bond), Toronto ON M5B 1C7",(416) 591-3910,,False
43.667943,-79.385626,Kothur Indian Cuisine,581,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.661085,-79.38575,Colaba Junction,270,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.669386,-79.385856,Suski Biriyani House,760,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.707981,-79.393364,Banjara Indian Cuisine,687,"164 Eglinton Ave E (at Redpath Ave), Toronto ON M4P 1G4",(416) 486-6644,6.4,True
43.706943,-79.396054,Aafrien,445,"55 Eglinton Ave E, Toronto ON M4P 1G8",(416) 482-3434,,True
43.700552,-79.396672,Khau Gully,746,"1991 Yonge St, Toronto ON M4S 1Z8",(647) 347-9993,5.6,True
43.698371,-79.395763,Flaming Stove,139,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",(416) 644-5051,7.0,True
43.700552,-79.396672,Khau Gully,369,"1991 Yonge St, Toronto ON M4S 1Z8",(647) 347-9993,5.6,True
43.697934,-79.388627,Palate Cafe,412,"250 Merton St, Toronto ON M4S 1B1",(416) 322-6030,,True
43.698371,-79.395763,Flaming Stove,409,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",(416) 644-5051,7.0,True
43.700552,-79.396672,Khau Gully,511,"1991 Yonge St, Toronto ON M4S 1Z8",(647) 347-9993,5.6,True
43.701048,-79.396798,My Roti Place,576,"3 Glebe Rd E, Toronto ON M4S 1N7",(416) 322-9559,,True
43.648545,-79.372114,Bindia Indian Bistro,311,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.647934,-79.374354,Benares,69,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.648213,-79.379026,Tararind,286,"161 Bay St, Toronto ON M5J 2S1",,,False
43.648545,-79.372114,Bindia Indian Bistro,276,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.650796,-79.369713,Butter Chicken Roti,260,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.647934,-79.374354,Benares,516,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.650192,-79.388877,Little India Restaurant,706,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.648545,-79.372114,Bindia Indian Bistro,704,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,764,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.650192,-79.388877,Little India Restaurant,699,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.661085,-79.38575,Colaba Junction,546,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.65705,-79.384874,Matagali Restaurant,125,"69 Elm St (Bay), Toronto ON M5G 1H2",(416) 599-9994,5.8,True
43.648798,-79.397257,My Roti Place,414,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.650192,-79.388877,Little India Restaurant,735,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,449,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.674776,-79.408277,Roti Cuisine of India,412,"308 Dupont St (at Walmer Rd.), Toronto ON M5R 1V9",(416) 968-9366,8.8,True
43.674374,-79.3968,Adrak Yorkville,800,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,False
43.67566,-79.403834,Pour House Irish Pub,275,"182 Dupont St (at St. George St.), Toronto ON M5R 2E6",(416) 967-7687,7.6,True
43.648545,-79.372114,Bindia Indian Bistro,817,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.639268,-79.385502,Indian Roti House,862,"256 Queens Quay W (btwn Rees St & Lower Simcoe S), Toronto ON M5J 1B5",(416) 260-6666,6.9,True
43.641826,-79.375767,My Roti Place,41,"12 Queens Dr, Toronto ON M9N 2H4",(647) 348-7684,,True
43.648545,-79.372114,Bindia Indian Bistro,629,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.650192,-79.388877,Little India Restaurant,933,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,863,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.689779,-79.295391,Danforth Roti Shop,794,"2844 Danforth Ave (Dawes Road), Toronto ON M4C 1M1",(416) 690-1308,,True
43.685115,-79.316551,La Samoserie,980,"1904 Danforth Ave, Toronto ON M4C 1J4",,,False
43.688814,-79.29945,Poonan Delite Indian Restaurant,464,"2658 Danforth Ave, Toronto ON M4C 1L7",(416) 690-7406,,True
43.666889,-79.369184,Butter Chicken Factory,847,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.667943,-79.385626,Kothur Indian Cuisine,519,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,948,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.667943,-79.385626,Kothur Indian Cuisine,677,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.661085,-79.38575,Colaba Junction,289,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.669386,-79.385856,Suski Biriyani House,853,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.648798,-79.397257,My Roti Place,889,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.646092,-79.408231,Curryish,395,"783 Queen St W, Toronto ON M6J 1G1",(416) 392-7837,,False
43.646889,-79.404992,The Kettle,426,"685 Queen St W, Toronto ON M6J 1E6",(416) 551-6788,,True
43.648798,-79.397257,My Roti Place,995,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.650192,-79.388877,Little India Restaurant,944,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.661085,-79.38575,Colaba Junction,864,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.661085,-79.38575,Colaba Junction,538,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.657169,-79.380918,Thindi Express,12,"335 Yonge St, Toronto ON M5B 1R7",,,False
43.658245,-79.381557,Joe's Buffet Palace,93,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.648545,-79.372114,Bindia Indian Bistro,629,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.650192,-79.388877,Little India Restaurant,955,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,876,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.667943,-79.385626,Kothur Indian Cuisine,141,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,416,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.669386,-79.385856,Suski Biriyani House,155,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.667943,-79.385626,Kothur Indian Cuisine,408,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.669386,-79.385856,Suski Biriyani House,386,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.671101,-79.390853,Utsav,793,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.65908,-79.348306,Punjabi by Nature,801,"782 Queen St E, Toronto ON M4M 1H4",(416) 465-7777,,False
43.659203,-79.348933,Siddhartha Cuisine,941,"734A Queen St E, Toronto ON M4M 1H2",(416) 463-4200,,True
43.658843,-79.34925,Indian Spice Room,983,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,True
43.659203,-79.348933,Siddhartha Cuisine,768,"734A Queen St E, Toronto ON M4M 1H2",(416) 463-4200,,True
43.658843,-79.34925,Indian Spice Room,778,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,True
43.658606,-79.350195,Good Karma Queen East,791,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.61757,-79.487441,Koshaa Fine Indian Cuisine,785,"2314 Lake Shore Blvd W, Toronto ON M8V 1B5",(647) 349-8424,,False
43.616334,-79.488223,Everest Hakka House,922,"2356 Lake Shore Blvd W, Toronto ON M8V 1B6",(416) 640-1015,5.9,True
43.674776,-79.408277,Roti Cuisine of India,949,"308 Dupont St (at Walmer Rd.), Toronto ON M5R 1V9",(416) 968-9366,8.8,True
43.669902,-79.39576,The Host Fine Indian Cuisine,229,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.671101,-79.390853,Utsav,630,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.658606,-79.350195,Good Karma Queen East,92,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.658843,-79.34925,Indian Spice Room,95,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,True
43.659203,-79.348933,Siddhartha Cuisine,117,"734A Queen St E, Toronto ON M4M 1H2",(416) 463-4200,,True
43.649288,-79.449834,Dil Se Indian Restaurant & Bar,151,"335 Roncesvalles Ave, Toronto ON M6R 2M8",(416) 532-4141,,True
43.647963,-79.449527,The Mercantile,300,"297 Roncesvalles Ave, Toronto ON M6R 2M3",(416) 531-7563,8.3,True
43.656285,-79.45395,Bawara,677,"1570 Bloor St W, Toronto ON M6P 1A4",(416) 532-2323,,True
43.640793,-79.43627,Mother India,243,"1456 Queen St W (at Lansdowne), Toronto ON M6K 1M2",(416) 588-4634,8.1,True
43.640255,-79.437492,Om Restaurant,113,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.640413,-79.436863,Glory of India,202,"1407 Queen St W, Toronto ON M6K 1M3",(647) 349-5679,7.1,True
43.640793,-79.43627,Mother India,478,"1456 Queen St W (at Lansdowne), Toronto ON M6K 1M2",(416) 588-4634,8.1,True
43.640255,-79.437492,Om Restaurant,557,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.640413,-79.436863,Glory of India,509,"1407 Queen St W, Toronto ON M6K 1M3",(647) 349-5679,7.1,True
43.640793,-79.43627,Mother India,996,"1456 Queen St W (at Lansdowne), Toronto ON M6K 1M2",(416) 588-4634,8.1,True
43.640255,-79.437492,Om Restaurant,897,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.640413,-79.436863,Glory of India,958,"1407 Queen St W, Toronto ON M6K 1M3",(647) 349-5679,7.1,True
43.649288,-79.449834,Dil Se Indian Restaurant & Bar,447,"335 Roncesvalles Ave, Toronto ON M6R 2M8",(416) 532-4141,,True
43.649903,-79.432962,Mumbai Tadka,923,"1532 Dundas St W, Toronto ON M6K 1T5",,,False
43.654586,-79.435723,Mirch,932,"900 Dufferin St, Toronto ON M6H 4A9",(647) 748-0114,,True
43.663179,-79.42181,Banjara Indian Cuisine,478,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.7,True
43.663179,-79.42181,Madras Masala,456,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.665204,-79.409414,Bombay Roti,551,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.660932,-79.341305,My Roti Place,766,"948 Queen St E, Toronto ON M4M 1J7",(416) 778-4448,,True
43.661309,-79.338419,Te Aro,600,"983 Queen St E (at Pape Ave), Toronto ON M4M 1K2",(416) 465-2006,8.9,True
43.661191,-79.338494,Simply Samosas,614,"969 Queen St E (Heward), Toronto ON M4M 1K2",(416) 466-5725,,False
43.666889,-79.369184,Butter Chicken Factory,929,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.655637,-79.364872,Chachu's,402,"179 Parliament St (Queen), Toronto ON M5A 2Z4",,,False
43.655932,-79.36389,Adda Bistro Kitchen & Bar,435,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.649288,-79.449834,Dil Se Indian Restaurant & Bar,677,"335 Roncesvalles Ave, Toronto ON M6R 2M8",(416) 532-4141,,True
43.654586,-79.435723,Mirch,739,"900 Dufferin St, Toronto ON M6H 4A9",(647) 748-0114,,True
43.659677,-79.436727,Teekam's Taste,904,"1160 Bloor St W, Toronto ON M6H 1N1",(416) 533-3688,,False
43.640255,-79.437492,Om Restaurant,874,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.640413,-79.436863,Glory of India,960,"1407 Queen St W, Toronto ON M6K 1M3",(647) 349-5679,7.1,True
43.647963,-79.449527,The Mercantile,919,"297 Roncesvalles Ave, Toronto ON M6R 2M3",(416) 531-7563,8.3,True
43.655932,-79.36389,Adda Bistro Kitchen & Bar,414,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.655637,-79.364872,Chachu's,469,"179 Parliament St (Queen), Toronto ON M5A 2Z4",,,False
43.650796,-79.369713,Butter Chicken Roti,894,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.667943,-79.385626,Kothur Indian Cuisine,794,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,292,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.669902,-79.39576,The Host Fine Indian Cuisine,577,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.655932,-79.36389,Adda Bistro Kitchen & Bar,420,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.655637,-79.364872,Chachu's,489,"179 Parliament St (Queen), Toronto ON M5A 2Z4",,,False
43.658606,-79.350195,Good Karma Queen East,711,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.716867,-79.400166,C'est Bon Authentic Chinese Cuisine,36,"2685 Yonge St (at Blythwood Rd), Toronto ON M4N 2H8",(416) 932-2811,6.7,True
43.707899,-79.398359,Duke of Kent,978,"2315 Yonge St (at Roehampton Ave.), Toronto ON M4P 2C6",(416) 485-9507,6.8,True
43.708506,-79.398503,The Rose & Crown,907,"2335 Yonge St (btwn Broadway Ave. & Roehampton Ave.), Toronto ON M4P 2C8",(416) 487-7673,6.4,True
43.689779,-79.295391,Danforth Roti Shop,676,"2844 Danforth Ave (Dawes Road), Toronto ON M4C 1M1",(416) 690-1308,,True
43.688814,-79.29945,Poonan Delite Indian Restaurant,506,"2658 Danforth Ave, Toronto ON M4C 1L7",(416) 690-7406,,True
43.683646,-79.300274,Ams Pizza & Wings,97,"162 Main St, Toronto ON M4E 2V8",(416) 800-0823,,False
43.670354,-79.299304,Amma Roti House,932,"2014 Queen St E (across from Kew Gardens), Toronto ON M4L 1J3",(416) 944-1944,,True
43.683646,-79.300274,Ams Pizza & Wings,583,"162 Main St, Toronto ON M4E 2V8",(416) 800-0823,,False
43.650793,-79.476817,Bukhara Grill,65,"2241A Bloor St W (Runnymede & Bloor), Toronto ON M6S 1N7",(416) 551-5199,7.0,True
43.648864,-79.484734,Durbar Indian Cuisine,629,"2469 Bloor St W (Jane and Bloor), Toronto ON M6S 1P7",(416) 762-4441,,True
43.6506,-79.477908,Queen's Pasta Café,81,"2263 Bloor St W, Toronto ON M6S 1N8",(416) 766-0993,8.1,True
43.650793,-79.476817,Bukhara Grill,634,"2241A Bloor St W (Runnymede & Bloor), Toronto ON M6S 1N7",(416) 551-5199,7.0,True
43.648864,-79.484734,Durbar Indian Cuisine,95,"2469 Bloor St W (Jane and Bloor), Toronto ON M6S 1P7",(416) 762-4441,,True
43.6506,-79.477908,Queen's Pasta Café,556,"2263 Bloor St W, Toronto ON M6S 1N8",(416) 766-0993,8.1,True
43.656285,-79.45395,Bawara,968,"1570 Bloor St W, Toronto ON M6P 1A4",(416) 532-2323,,True
43.648798,-79.397257,My Roti Place,621,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,199,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,6.8,True
43.650192,-79.388877,Little India Restaurant,762,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.613296,-79.489087,Maurya East Indian Roti,600,"2481 Lake Shore Blvd W (Mimico), Etobicoke ON M8V 1C5",(647) 748-6001,6.2,True
43.61757,-79.487441,Koshaa Fine Indian Cuisine,127,"2314 Lake Shore Blvd W, Toronto ON M8V 1B5",(647) 349-8424,,False
43.614408,-79.488472,Kothur Indian Cuisine,478,"2403 Lake Shore Blvd W, Toronto ON M8V 1C5",(416) 253-5047,,False
43.648798,-79.397257,My Roti Place,964,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.650192,-79.388877,Little India Restaurant,698,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,328,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.639268,-79.385502,Indian Roti House,432,"256 Queens Quay W (btwn Rees St & Lower Simcoe S), Toronto ON M5J 1B5",(416) 260-6666,6.9,True
43.650192,-79.388877,Little India Restaurant,921,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,602,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.650793,-79.476817,Bukhara Grill,245,"2241A Bloor St W (Runnymede & Bloor), Toronto ON M6S 1N7",(416) 551-5199,7.0,True
43.648864,-79.484734,Durbar Indian Cuisine,910,"2469 Bloor St W (Jane and Bloor), Toronto ON M6S 1P7",(416) 762-4441,,True
43.6506,-79.477908,Queen's Pasta Café,327,"2263 Bloor St W, Toronto ON M6S 1N8",(416) 766-0993,8.1,True
43.648545,-79.372114,Bindia Indian Bistro,442,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.647934,-79.374354,Benares,414,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.650796,-79.369713,Butter Chicken Roti,444,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.650192,-79.388877,Little India Restaurant,841,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.648545,-79.372114,Bindia Indian Bistro,665,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.650917,-79.381981,Maezo Restaurant & Bar,262,"67 Richmond St W (Richmond and Bay Street), Toronto ON M5H 1Z5",(416) 941-0000,,True
43.667943,-79.385626,Kothur Indian Cuisine,733,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
