Station Name,station_lat,station_lon,Bikes Available,restaurant_lat,restaurant_lon,name,distance,address,telephone,rating,open_true
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,661,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,311,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,276,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,704,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,817,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,629,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,442,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,665,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,523,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,668,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,922,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,548,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,473,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,199,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,999,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,205,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,1002,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,626,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,980,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,763,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,371,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,643,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,197,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,825,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,875,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,492,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,135,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,945,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,794,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,218,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,683,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,829,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,571,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,932,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,988,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,664,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,280,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,672,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648545,-79.372114,Bindia Indian Bistro,838,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Frederick St / The Esplanade,43.6487245,-79.36839,11,43.648393,-79.373445,C'est What,960,"67 Front St E (at Church St), Toronto ON M5E 1B5",(416) 867-9499,8.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,652,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,827,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,872,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,562,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,1001,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,996,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,534,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,915,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,1011,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,879,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,596,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,947,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,468,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,881,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,667,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,376,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,748,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,954,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,803,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,382,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,188,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,539,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,603,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,865,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,753,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,914,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,343,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,449,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,840,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,535,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,888,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,745,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,661,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,769,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,504,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,311,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,276,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,706,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,704,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,699,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,735,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,817,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,629,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,933,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,944,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,955,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,762,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,698,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,921,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,442,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,841,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,665,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,523,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,668,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,993,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,930,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,624,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,922,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,548,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,848,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,662,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,473,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,199,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,999,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,205,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,619,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,1002,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,725,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,909,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,626,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,433,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,980,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,867,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,763,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,371,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,643,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,679,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,863,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,197,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,440,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,231,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,137,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,825,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,893,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,875,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,492,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,135,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,782,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,532,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,945,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,616,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,620,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,794,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,950,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,218,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,474,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,683,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,829,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,948,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,879,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,644,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,392,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,915,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,571,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,608,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,932,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,739,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,988,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,714,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,808,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,664,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,575,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,280,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.650192,-79.388877,Little India Restaurant,766,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,1
King St W / Bay St (West Side),43.64852,-79.380576,29,43.648545,-79.372114,Bindia Indian Bistro,672,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
